sex,age_group,education_level,employment_status,count
1,16-29,H70,Not in Labor Force,1
1,16-29,H80,Employed,0
1,16-29,H80,Employed,0
1,16-29,H80,Employed,0
1,16-29,H80,Employed,0
1,16-29,H80,Employed,0
1,16-29,H80,Employed,2
1,16-29,H80,Employed,0
1,16-29,H80,Employed,2
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,In Education or Training,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,In Education or Training,3
1,16-29,H80,In Education or Training,0
1,16-29,H80,In Education or Training,0
1,16-29,H80,In Education or Training,0
1,16-29,H80,Not in Labor Force,0
1,16-29,H90,Employed,2
1,16-29,H90,Employed,0
1,16-29,H90,Employed,0
1,16-29,H90,Employed,1
1,16-29,H90,Employed,2
1,16-29,H90,Employed,65
1,16-29,H90,Employed,33
1,16-29,H90,Employed,55
1,16-29,H90,Unemployed,17
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,5
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,12
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,0
1,16-29,H90,In Education or Training,4
1,16-29,H90,On Pension,5
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,In Education or Training,152
1,16-29,H90,In Education or Training,20
1,16-29,H90,In Education or Training,0
1,16-29,H90,In Education or Training,27
1,16-29,H90,Not in Labor Force,253
1,16-29,H10,Employed,870
1,16-29,H10,Employed,0
1,16-29,H10,Employed,118
1,16-29,H10,Employed,614
1,16-29,H10,Employed,817
1,16-29,H10,Employed,20015
1,16-29,H10,Employed,5487
1,16-29,H10,Employed,2990
1,16-29,H10,Unemployed,593
1,16-29,H10,Unemployed,417
1,16-29,H10,Unemployed,3
1,16-29,H10,Unemployed,1099
1,16-29,H10,Unemployed,108
1,16-29,H10,Unemployed,0
1,16-29,H10,Unemployed,1
1,16-29,H10,Unemployed,198
1,16-29,H10,Unemployed,4426
1,16-29,H10,Unemployed,0
1,16-29,H10,Unemployed,358
1,16-29,H10,Unemployed,100
1,16-29,H10,In Education or Training,168
1,16-29,H10,On Pension,2386
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,In Education or Training,4238
1,16-29,H10,In Education or Training,881
1,16-29,H10,In Education or Training,0
1,16-29,H10,In Education or Training,20
1,16-29,H10,Not in Labor Force,4894
1,16-29,H20_35,Employed,1461
1,16-29,H20_35,Employed,0
1,16-29,H20_35,Employed,293
1,16-29,H20_35,Employed,6730
1,16-29,H20_35,Employed,3980
1,16-29,H20_35,Employed,39856
1,16-29,H20_35,Employed,10400
1,16-29,H20_35,Employed,3143
1,16-29,H20_35,Unemployed,180
1,16-29,H20_35,Unemployed,57
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,84
1,16-29,H20_35,Unemployed,2
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,55
1,16-29,H20_35,Unemployed,559
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,7
1,16-29,H20_35,Unemployed,31
1,16-29,H20_35,In Education or Training,394
1,16-29,H20_35,On Pension,11
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,In Education or Training,17161
1,16-29,H20_35,In Education or Training,876
1,16-29,H20_35,In Education or Training,0
1,16-29,H20_35,In Education or Training,567
1,16-29,H20_35,Not in Labor Force,6203
1,16-29,H20_35,Employed,673
1,16-29,H20_35,Employed,0
1,16-29,H20_35,Employed,150
1,16-29,H20_35,Employed,603
1,16-29,H20_35,Employed,1348
1,16-29,H20_35,Employed,16805
1,16-29,H20_35,Employed,2036
1,16-29,H20_35,Employed,1247
1,16-29,H20_35,Unemployed,753
1,16-29,H20_35,Unemployed,26
1,16-29,H20_35,Unemployed,3
1,16-29,H20_35,Unemployed,21
1,16-29,H20_35,Unemployed,2
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,1
1,16-29,H20_35,Unemployed,165
1,16-29,H20_35,Unemployed,107
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,11
1,16-29,H20_35,Unemployed,52
1,16-29,H20_35,In Education or Training,45
1,16-29,H20_35,On Pension,4
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,In Education or Training,1134
1,16-29,H20_35,In Education or Training,125
1,16-29,H20_35,In Education or Training,0
1,16-29,H20_35,In Education or Training,2
1,16-29,H20_35,Not in Labor Force,1165
1,16-29,H20_35,Employed,5
1,16-29,H20_35,Employed,0
1,16-29,H20_35,Employed,0
1,16-29,H20_35,Employed,2
1,16-29,H20_35,Employed,3
1,16-29,H20_35,Employed,23
1,16-29,H20_35,Employed,11
1,16-29,H20_35,Employed,3
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,1
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,2
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,In Education or Training,1
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,In Education or Training,40
1,16-29,H20_35,In Education or Training,0
1,16-29,H20_35,In Education or Training,0
1,16-29,H20_35,In Education or Training,0
1,16-29,H20_35,Not in Labor Force,5
1,16-29,H40,Employed,78
1,16-29,H40,Employed,0
1,16-29,H40,Employed,15
1,16-29,H40,Employed,445
1,16-29,H40,Employed,524
1,16-29,H40,Employed,1690
1,16-29,H40,Employed,842
1,16-29,H40,Employed,731
1,16-29,H40,Unemployed,224
1,16-29,H40,Unemployed,3
1,16-29,H40,Unemployed,0
1,16-29,H40,Unemployed,2
1,16-29,H40,Unemployed,0
1,16-29,H40,Unemployed,0
1,16-29,H40,Unemployed,0
1,16-29,H40,Unemployed,14
1,16-29,H40,Unemployed,7
1,16-29,H40,Unemployed,0
1,16-29,H40,Unemployed,0
1,16-29,H40,Unemployed,1
1,16-29,H40,In Education or Training,4
1,16-29,H40,On Pension,0
1,16-29,H40,On Pension,0
1,16-29,H40,On Pension,0
1,16-29,H40,On Pension,0
1,16-29,H40,On Pension,0
1,16-29,H40,On Pension,0
1,16-29,H40,On Pension,0
1,16-29,H40,In Education or Training,350
1,16-29,H40,In Education or Training,17
1,16-29,H40,In Education or Training,0
1,16-29,H40,In Education or Training,109
1,16-29,H40,Not in Labor Force,290
1,16-29,H50_60,Employed,23
1,16-29,H50_60,Employed,0
1,16-29,H50_60,Employed,13
1,16-29,H50_60,Employed,621
1,16-29,H50_60,Employed,283
1,16-29,H50_60,Employed,463
1,16-29,H50_60,Employed,215
1,16-29,H50_60,Employed,250
1,16-29,H50_60,Unemployed,164
1,16-29,H50_60,Unemployed,2
1,16-29,H50_60,Unemployed,1
1,16-29,H50_60,Unemployed,2
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,1
1,16-29,H50_60,Unemployed,2
1,16-29,H50_60,Unemployed,2
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,1
1,16-29,H50_60,In Education or Training,1
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,In Education or Training,172
1,16-29,H50_60,In Education or Training,10
1,16-29,H50_60,In Education or Training,0
1,16-29,H50_60,In Education or Training,5
1,16-29,H50_60,Not in Labor Force,153
1,16-29,H50_60,Employed,77
1,16-29,H50_60,Employed,0
1,16-29,H50_60,Employed,28
1,16-29,H50_60,Employed,1966
1,16-29,H50_60,Employed,762
1,16-29,H50_60,Employed,2560
1,16-29,H50_60,Employed,481
1,16-29,H50_60,Employed,747
1,16-29,H50_60,Unemployed,111
1,16-29,H50_60,Unemployed,1
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,4
1,16-29,H50_60,Unemployed,2
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,0
1,16-29,H50_60,Unemployed,1
1,16-29,H50_60,In Education or Training,21
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,On Pension,0
1,16-29,H50_60,In Education or Training,2695
1,16-29,H50_60,In Education or Training,97
1,16-29,H50_60,In Education or Training,0
1,16-29,H50_60,In Education or Training,656
1,16-29,H50_60,Not in Labor Force,662
1,16-29,H70,Employed,3
1,16-29,H70,Employed,0
1,16-29,H70,Employed,2
1,16-29,H70,Employed,435
1,16-29,H70,Employed,72
1,16-29,H70,Employed,105
1,16-29,H70,Employed,33
1,16-29,H70,Employed,63
1,16-29,H70,Unemployed,97
1,16-29,H70,Unemployed,0
1,16-29,H70,Unemployed,1
1,16-29,H70,Unemployed,0
1,16-29,H70,Unemployed,0
1,16-29,H70,Unemployed,0
1,16-29,H70,Unemployed,0
1,16-29,H70,Unemployed,0
1,16-29,H70,Unemployed,3
1,16-29,H70,Unemployed,0
1,16-29,H70,Unemployed,0
1,16-29,H70,Unemployed,0
1,16-29,H70,In Education or Training,0
1,16-29,H70,On Pension,0
1,16-29,H70,On Pension,0
1,16-29,H70,On Pension,0
1,16-29,H70,On Pension,0
1,16-29,H70,On Pension,0
1,16-29,H70,On Pension,0
1,16-29,H70,On Pension,0
1,16-29,H70,In Education or Training,38
1,16-29,H70,In Education or Training,11
1,16-29,H70,In Education or Training,0
1,16-29,H70,In Education or Training,3
1,16-29,H70,Not in Labor Force,87
1,16-29,H80,Employed,0
1,16-29,H80,Employed,0
1,16-29,H80,Employed,0
1,16-29,H80,Employed,0
1,16-29,H80,Employed,0
1,16-29,H80,Employed,3
1,16-29,H80,Employed,3
1,16-29,H80,Employed,14
1,16-29,H80,Unemployed,1
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,Unemployed,0
1,16-29,H80,In Education or Training,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,On Pension,0
1,16-29,H80,In Education or Training,0
1,16-29,H80,In Education or Training,0
1,16-29,H80,In Education or Training,0
1,16-29,H80,In Education or Training,0
1,16-29,H80,Not in Labor Force,4
1,16-29,H90,Employed,8
1,16-29,H90,Employed,0
1,16-29,H90,Employed,1
1,16-29,H90,Employed,49
1,16-29,H90,Employed,22
1,16-29,H90,Employed,270
1,16-29,H90,Employed,223
1,16-29,H90,Employed,322
1,16-29,H90,Unemployed,22
1,16-29,H90,Unemployed,3
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,9
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,1
1,16-29,H90,Unemployed,28
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,0
1,16-29,H90,Unemployed,1
1,16-29,H90,In Education or Training,8
1,16-29,H90,On Pension,40
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,On Pension,0
1,16-29,H90,In Education or Training,203
1,16-29,H90,In Education or Training,28
1,16-29,H90,In Education or Training,0
1,16-29,H90,In Education or Training,221
1,16-29,H90,Not in Labor Force,535
1,16-29,H10,Employed,1187
1,16-29,H10,Employed,1
1,16-29,H10,Employed,160
1,16-29,H10,Employed,578
1,16-29,H10,Employed,650
1,16-29,H10,Employed,11026
1,16-29,H10,Employed,4434
1,16-29,H10,Employed,2954
1,16-29,H10,Unemployed,1003
1,16-29,H10,Unemployed,330
1,16-29,H10,Unemployed,9
1,16-29,H10,Unemployed,334
1,16-29,H10,Unemployed,215
1,16-29,H10,Unemployed,0
1,16-29,H10,Unemployed,15
1,16-29,H10,Unemployed,367
1,16-29,H10,Unemployed,3704
1,16-29,H10,Unemployed,1
1,16-29,H10,Unemployed,742
1,16-29,H10,Unemployed,166
1,16-29,H10,In Education or Training,74
1,16-29,H10,On Pension,3487
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,On Pension,0
1,16-29,H10,In Education or Training,1060
1,16-29,H10,In Education or Training,567
1,16-29,H10,In Education or Training,0
1,16-29,H10,In Education or Training,2
1,16-29,H10,Not in Labor Force,3274
1,16-29,H20_35,Employed,1081
1,16-29,H20_35,Employed,0
1,16-29,H20_35,Employed,372
1,16-29,H20_35,Employed,2835
1,16-29,H20_35,Employed,2143
1,16-29,H20_35,Employed,13423
1,16-29,H20_35,Employed,3015
1,16-29,H20_35,Employed,1959
1,16-29,H20_35,Unemployed,458
1,16-29,H20_35,Unemployed,80
1,16-29,H20_35,Unemployed,2
1,16-29,H20_35,Unemployed,98
1,16-29,H20_35,Unemployed,20
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,8
1,16-29,H20_35,Unemployed,99
1,16-29,H20_35,Unemployed,820
1,16-29,H20_35,Unemployed,1
1,16-29,H20_35,Unemployed,59
1,16-29,H20_35,Unemployed,56
1,16-29,H20_35,In Education or Training,115
1,16-29,H20_35,On Pension,115
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,In Education or Training,5800
1,16-29,H20_35,In Education or Training,103
1,16-29,H20_35,In Education or Training,0
1,16-29,H20_35,In Education or Training,2
1,16-29,H20_35,Not in Labor Force,2073
1,16-29,H20_35,Employed,1808
1,16-29,H20_35,Employed,2
1,16-29,H20_35,Employed,562
1,16-29,H20_35,Employed,1690
1,16-29,H20_35,Employed,3698
1,16-29,H20_35,Employed,27954
1,16-29,H20_35,Employed,3740
1,16-29,H20_35,Employed,2659
1,16-29,H20_35,Unemployed,1429
1,16-29,H20_35,Unemployed,77
1,16-29,H20_35,Unemployed,7
1,16-29,H20_35,Unemployed,45
1,16-29,H20_35,Unemployed,27
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,18
1,16-29,H20_35,Unemployed,389
1,16-29,H20_35,Unemployed,275
1,16-29,H20_35,Unemployed,5
1,16-29,H20_35,Unemployed,77
1,16-29,H20_35,Unemployed,190
1,16-29,H20_35,In Education or Training,38
1,16-29,H20_35,On Pension,69
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,In Education or Training,1489
1,16-29,H20_35,In Education or Training,101
1,16-29,H20_35,In Education or Training,0
1,16-29,H20_35,In Education or Training,0
1,16-29,H20_35,Not in Labor Force,1369
1,16-29,H20_35,Employed,6
1,16-29,H20_35,Employed,0
1,16-29,H20_35,Employed,3
1,16-29,H20_35,Employed,23
1,16-29,H20_35,Employed,8
1,16-29,H20_35,Employed,48
1,16-29,H20_35,Employed,13
1,16-29,H20_35,Employed,11
1,16-29,H20_35,Unemployed,2
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,2
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,1
1,16-29,H20_35,Unemployed,7
1,16-29,H20_35,Unemployed,0
1,16-29,H20_35,Unemployed,1
1,16-29,H20_35,Unemployed,2
1,16-29,H20_35,In Education or Training,1
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,On Pension,0
1,16-29,H20_35,In Education or Training,61
1,16-29,H20_35,In Education or Training,0
